"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18498106","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT OF MOLD AT THE EAST WALL  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","12/11/2025","12/12/2025","550","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18334539","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 30 SQ. FT. GREATER THAN 10 SQ. FT MOLD INSIDE THE CLOSET AT SOUTH WALL AND CEILING  IN THE  2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","B","10/30/2025","10/30/2025","550","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18539129","820567","1","MANHATTAN","80","80","94","BARUCH DRIVE","10002","BARUCH","60","15","1","MANHATTAN","90","BARUCH DRIVE","10002","OGB","1","00323","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ. FT AT ALL WALL AND CEILING  IN THE  BATHROOM  LOCATED AT APT OGB, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","A","12/30/2025","12/30/2025","550","N","40.717693","-73.978081","103","2","1078033","1003230001","1002","MN0302"
"18336905","808503","3","BROOKLYN","748","748","754","HENRY STREET","11231","RED HOOK EAST","4","16","3","BROOKLYN","752","HENRY STREET","11231","2E","2","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FEET AT WINDOW RECESS  IN THE  BATHROOM  LOCATED AT APT 2E, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","A","10/31/2025","11/03/2025","550","N","40.675409","-74.003612","306","38","3332224","3005380001","85","BK0601"
"18280023","805245","1","MANHATTAN","90","90","100","PITT STREET","10002","GOMPERS","100","7","1","MANHATTAN","100","PITT STREET","10002","1B","1","00338","0001","§ 27-2011 ADM CODE  CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE MOLD AROUND BATHTUB AT NORTH, SOUTH AND WEST WALLS   IN THE  2nd BATHROOM  FROM NORTH LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH","A","10/07/2025","10/07/2025","553","N","40.718605","-73.98232","103","2","1082686","1003380001","2201","MN0302"
"18498119","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT THE WEST WALL  IN THE  3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","12/11/2025","12/12/2025","550","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18601457","808427","3","BROOKLYN","5817","5817","5901","GLENWOOD ROAD","11234","GLENWOOD","44","24","3","BROOKLYN","5901","GLENWOOD ROAD","11234","4D","4","07978","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ/FT AT THE NORTH AND EAST WALLS AND THE            CEILING IN THE  BATHROOM  LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM NORTH AT EAST","B","01/28/2026","01/28/2026","550","N","40.633639","-73.920175","318","45","3331012","3079780001","94402","BK1801"
"18510361","807002","2","BRONX","595","595","595","TRINITY AVENUE","10455","SAINT MARY'S PARK","93","2","2","BRONX","595","TRINITY AVENUE","10455","13G","13","02623","0135","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10SQ.FT AT NORTH WALL   IN THE  4th ROOM  FROM NORTH LOCATED AT APT 13G, 13th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","12/16/2025","12/16/2025","550","N","40.81487","-73.909517","201","8","2091317","2026230135","73","BX0102"
"18545564","217152","3","BROOKLYN","483","483","509","CARLTON AVENUE","11238","ATLANTIC TERMINAL SITE 4B","256","6","3","BROOKLYN","487","CARLTON AVENUE","11238","24L","24","02007","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PLASTIC BASEBOARD MOLDING AT EAST   IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 24L, 24th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","01/02/2026","01/05/2026","502","N","40.683189","-73.970853","302","35","3057520","3020070001","179","BK0203"
"18362880","809646","3","BROOKLYN","414","414","414","SUTTER AVENUE","11212","VAN DYKE I","61","1","3","BROOKLYN","414","SUTTER AVENUE","11212","9G","9","03760","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT            SOUTH WALL IN THE  BATHROOM  LOCATED AT APT 9G, 9th STORY, 1st APARTMENT FROM NORTH AT EAST","A","11/12/2025","11/12/2025","550","N","40.668057","-73.903963","316","41","3328032","3037600001","910","BK1602"
"18363984","805002","1","MANHATTAN","1829","1829","1839","LEXINGTON AVENUE","10029","JOHNSON","17","14","1","MANHATTAN","1839","LEXINGTON AVENUE","10029","7C","7","01640","0021","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQFT AT CEILING   IN THE  PRIVATE HALLWAY  LOCATED AT APT 7C, 7th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ""1839""","A","11/12/2025","11/12/2025","550","N","40.796762","-73.942968","111","8","1087213","1016400021","182","MN1102"
"18545441","6656","1","MANHATTAN","90","90","90","AVENUE D","10009","RIIS II","19","25","1","MANHATTAN","90","AVENUE D","10009","9E","9","00362","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10SQ FT AT CEILING   IN THE  BATHROOM  LOCATED AT APT 9E, 9th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","01/02/2026","01/02/2026","550","N","40.723113","-73.976442","103","2","1077551","1003620001","24","MN0303"
"18583222","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","7J","7","00356","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQFT AT CEILING  IN THE  KITCHEN  LOCATED AT APT 7J, 7th STORY, 2nd APARTMENT FROM WEST AT NORTH","B","01/21/2026","01/21/2026","550","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18475584","934545","1","MANHATTAN","138","136","138","EAST 3 STREET","10009","FIRST HOUSES","1","4","1","MANHATTAN","138","EAST 3 STREET","10009","2A","2","00430","0010","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ.FT AT WEST WALL   IN THE  BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","A","12/01/2025","12/01/2025","550","N","40.723842","-73.985767","103","2","1077952","1004300010","3002","MN0303"
"18496098","811708","4","QUEENS","116-40","116-40","116-44","GUY R BREWER BOULEVARD","11434","BAISLEY PARK","91","4","4","QUEENS","116-40","GUY BREWER BOULEVARD","11434","4D","4","12235","0022","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THEN 10SQ FT AT EAST AND WEST WALL   IN THE  BATHROOM  LOCATED AT APT 4D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","12/10/2025","12/11/2025","550","N","40.685658","-73.783843","412","28","4435280","4122350022","278","QN1203"
"18394816","807881","3","BROOKLYN","80","70","80","BUSH STREET","11231","RED HOOK WEST","79","58","3","BROOKLYN","80","BUSH STREET","11231","1A","1","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10SQ FT AT CEILING AND EAST WALL   IN THE  BATHROOM  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","A","11/21/2025","11/22/2025","550","N","40.674827","-74.005988","306","38","3332223","3005380001","85","BK0601"
"18539056","804634","1","MANHATTAN","435","435","435","EAST 105 STREET","10029","WILSON","112","3","1","MANHATTAN","435","EAST 105 STREET","10029","12B","12","01699","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10SQ AT CEILING   IN THE  BATHROOM  LOCATED AT APT 12B, 12th STORY, 4th APARTMENT FROM WEST AT NORTH","A","12/30/2025","12/30/2025","550","N","40.7884","-73.939226","111","8","1079369","1016990001","162","MN1101"
"18596086","955227","1","MANHATTAN","765","765","765","F D R DRIVE","10009","RIIS II","19","19","1","MANHATTAN","765","FDR DRIVE","10009","11E","11","00362","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT EAST WALL  IN THE  BATHROOM  LOCATED AT APT 11E, 11th STORY, 3rd APARTMENT FROM WEST AT NORTH","A","01/26/2026","01/27/2026","550","N","40.722512","-73.974501","103","2","1077555","1003620001","24","MN0303"
