"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18254138","19694","1","MANHATTAN","307","307","315","EAST 116 STREET","10029","CORSI HOUSES","199","38","1","MANHATTAN","306","EAST 117TH STREET","10029","14G","14","01688","0045","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING GREATER THAN 30 SQUARE FEET  IN THE  KITCHEN  LOCATED AT APT 14G, 14th STORY, 4th APARTMENT FROM NORTH AT EAST","C","09/25/2025","09/26/2025","550","N","40.796935","-73.93759","111","8","1079357","1016880045","188","MN1102"
"18254143","19694","1","MANHATTAN","307","307","315","EAST 116 STREET","10029","CORSI HOUSES","199","38","1","MANHATTAN","306","EAST 117TH STREET","10029","14G","14","01688","0045","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING AND NORTH WALL GREATER THAN 10 SQUARE FEET   IN THE  BATHROOM  LOCATED AT APT 14G, 14th STORY, 4th APARTMENT FROM NORTH AT EAST","B","09/25/2025","09/25/2025","550","N","40.796935","-73.93759","111","8","1079357","1016880045","188","MN1102"
"18311275","44930","2","BRONX","340","340","342","ALEXANDER AVENUE","10454","MOTT HAVEN","121","4","2","BRONX","340","ALEXANDER AVENUE","10454","9D","9","02304","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10.SQ.FEET AT CEILING AND WEST WALL  IN THE  BATHROOM  LOCATED AT APT 9D, 9th STORY, 1st APARTMENT FROM SOUTH AT WEST","A","10/20/2025","10/20/2025","550","N","40.812552","-73.923295","201","8","2091098","2023040001","41","BX0101"
"18262518","995089","1","MANHATTAN","401","401","401","EAST 102 STREET","10029","EAST RIVER","9","21","1","MANHATTAN","401","EAST 102 STREET","10029","4G","4","01696","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION...  GREATER THAN 30 SQUARE FEET AT THE CEILING  IN THE  KITCHEN  LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST","C","09/30/2025","09/30/2025","550","N","40.787054","-73.941889","111","8","1083936","1016960001","162","MN1101"
"18271214","812476","5","STATEN ISLAND","51","51","67","HILL STREET","10304","STAPLETON","114","11","5","STATEN ISLAND","67","HILL STREET","10304","8E","8","00545","0100","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10SQ FT AT CEILING   IN THE  2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 8E, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""e-h""","B","10/03/2025","10/04/2025","550","N","40.621479","-74.079879","501","49","5113114","5005450100","29","SI0102"
"18271363","672191","4","QUEENS","40-21","40-21","40-29","COLLEGE POINT BOULEVARD","11354","BLAND","54","1","4","QUEENS","40-25","COLLEGE POINT BOULEVARD","11354","7B","7","05037","0008","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FEET AE NORTH AMD WEST WALLS  IN THE  BATHROOM  LOCATED AT APT 7B, 7th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","10/03/2025","10/04/2025","550","N","40.757599","-73.834075","407","20","4443444","4050370008","871","QN0707"
"18227710","805199","1","MANHATTAN","1591","1591","1591","PARK AVENUE","10029","JOHNSON","17","2","1","MANHATTAN","1591","PARK AVENUE","10029","5B","5","01640","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ FT AT SOUTH WALL  IN THE  PRIVATE HALLWAY  LOCATED AT APT 5B, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","09/15/2025","09/22/2025","550","N","40.797743","-73.944368","111","8","1079199","1016400001","182","MN1102"
"18262509","995089","1","MANHATTAN","401","401","401","EAST 102 STREET","10029","EAST RIVER","9","21","1","MANHATTAN","401","EAST 102 STREET","10029","4G","4","01696","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION...  GREATER THAN 10 SQUARE FEET AT THE CEILING   IN THE  BATHROOM  LOCATED AT APT 4G, 4th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/30/2025","10/08/2025","550","N","40.787054","-73.941889","111","8","1083936","1016960001","162","MN1101"
"18271488","36821","1","MANHATTAN","23","23","23","WEST 90 STREET","10024","WSUR (BROWNSTONES)","178","36","1","MANHATTAN","23","WEST 90 STREET","10024","2A","2","01204","0021","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT THE CEILING, NORTH WALL, AND WEST WALL   IN THE  KITCHEN  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","A","10/03/2025","10/08/2025","550","N","40.788299","-73.968478","107","6","1081758","1012040021","177","MN0702"
"18271499","36821","1","MANHATTAN","23","23","23","WEST 90 STREET","10024","WSUR (BROWNSTONES)","178","36","1","MANHATTAN","23","WEST 90 STREET","10024","2A","2","01204","0021","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING LESS THAN 10 SQUARE FEET   IN THE  BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","A","10/03/2025","10/08/2025","550","N","40.788299","-73.968478","107","6","1081758","1012040021","177","MN0702"
"18282696","955274","3","BROOKLYN","30","30","40","CENTRE MALL","11231","RED HOOK WEST","79","50","3","BROOKLYN","30","CENTRE MALL","11231","1D","1","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10  SQ.FT AT            EAST WALL IN THE  KITCHEN  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","A","10/08/2025","10/08/2025","550","N","40.675823","-74.00685","306","38","3332215","3005380001","85","BK0601"
"18282697","955274","3","BROOKLYN","30","30","40","CENTRE MALL","11231","RED HOOK WEST","79","50","3","BROOKLYN","30","CENTRE MALL","11231","1D","1","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ.FT AT            WEST WALL,         SOUTH WALL IN THE  3rd ROOM  FROM EAST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","A","10/08/2025","10/08/2025","550","N","40.675823","-74.00685","306","38","3332215","3005380001","85","BK0601"
"18286402","807655","3","BROOKLYN","2949","2949","2957","AVENUE X","11235","SHEEPSHEAD BAY","36","3","3","BROOKLYN","2957","AVENUE X","11235","5D","5","07405","1001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT CEILING AND EAST WALL   IN THE  BATHROOM  LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST","A","10/08/2025","10/08/2025","550","N","40.593933","-73.939619","315","46","3344550","3074051001","572","BK1503"
"18298399","805285","1","MANHATTAN","2370","2370","2370","2 AVENUE","10035","WAGNER","74","16","1","MANHATTAN","2370","2ND AVENUE","10035","2C","2","01797","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQUARE FEET AT THE CEILING   IN THE  KITCHEN  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","10/15/2025","10/16/2025","550","N","40.800359","-73.935217","111","8","1081276","1017970001","194","MN1102"
"18227542","808527","3","BROOKLYN","829","829","843","HICKS STREET","11231","RED HOOK EAST","4","33","3","BROOKLYN","829","HICKS STREET","11231","3A","3","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ FT AT CEILING AND ALL WALLS  IN THE  BATHROOM  LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH","C","09/15/2025","09/16/2025","550","N","40.674671","-74.005765","306","38","3398223","3005380001","85","BK0601"
"18227708","805199","1","MANHATTAN","1591","1591","1591","PARK AVENUE","10029","JOHNSON","17","2","1","MANHATTAN","1591","PARK AVENUE","10029","5B","5","01640","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQFT AT EAST WALL (IN CLOSET)  IN THE  4th ROOM  FROM EAST AT SOUTH LOCATED AT APT 5B, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","09/15/2025","09/22/2025","550","N","40.797743","-73.944368","111","8","1079199","1016400001","182","MN1102"
"18259185","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT EAST WALL  IN THE  2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","A","09/18/2025","09/25/2025","550","Y","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18239833","215609","3","BROOKLYN","495","493","495","COLUMBIA STREET","11231","RED HOOK WEST","79","52","3","BROOKLYN","65","BUSH STREET","11231","5B","5","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ FT AT CEILING, WEST WALL AND NORTH WALL  IN THE  BATHROOM  LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM WEST AT NORTH","C","09/19/2025","09/19/2025","550","N","40.675587","-74.007239","306","38","3332222","3005380001","85","BK0601"
"18288361","394747","3","BROOKLYN","2926","2926","2932","WEST 25 STREET","11224","CONEY ISLAND I (SITES 4 & 5)","216","7","3","BROOKLYN","2949","WEST 28TH STREET","11224","416B","4","07053","0014","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ.FT AT EAST WALL   IN THE  2nd ROOM  FROM NORTH LOCATED AT APT 416B, 4th STORY, 4th APARTMENT FROM NORTH AT EAST","B","10/09/2025","10/09/2025","550","N","40.575048","-73.992063","313","47","3385303","3070530014","342","BK1302"
"18240597","807997","3","BROOKLYN","451","451","453","COLUMBIA STREET","11231","RED HOOK EAST","4","37","3","BROOKLYN","21","MILL STREET","11231","5B","5","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10SQ FEET AT NORTH WALL, EAST WALL AND CEILING  IN THE  BATHROOM  LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/19/2025","09/19/2025","550","N","40.676855","-74.006637","306","38","3332069","3005380001","85","BK0601"
"18241006","807657","3","BROOKLYN","3021","3021","3023","AVENUE X","11235","NOSTRAND","43","27","3","BROOKLYN","3023","AVENUE X","11235","3D","3","07408","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT INSIDE BASE CABINET AT SOUTH  IN THE  KITCHEN  LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","A","09/20/2025","09/22/2025","550","N","40.594231","-73.936908","315","46","3345789","3074080001","572","BK1503"
"18246272","877812","1","MANHATTAN","350","350","354","MADISON STREET","10002","VLADECK","6","23","1","MANHATTAN","354","MADISON STREET","10002","5B","5","00260","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 20SQ FT AT CEILING   IN THE  BATHROOM  LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/22/2025","09/22/2025","550","N","40.713324","-73.982769","103","1","1077529","1002600001","202","MN0302"
"18246277","877812","1","MANHATTAN","350","350","354","MADISON STREET","10002","VLADECK","6","23","1","MANHATTAN","354","MADISON STREET","10002","5B","5","00260","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 20SQ FT AT WEST WALL AND CEILING   IN THE  2nd ROOM  FROM EAST LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","C","09/22/2025","09/22/2025","550","N","40.713324","-73.982769","103","1","1077529","1002600001","202","MN0302"
"18264796","37031","1","MANHATTAN","120","120","144","WEST 94 STREET","10025","WSUR (SITE A) 120 WEST 94TH STREET","151","44","1","MANHATTAN","120","WEST 94 STREET","10025","3B","3","01224","0042","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ FT AT CEILING, EAST, WEST AND SOUTH WALLS   IN THE  1st BATHROOM  FROM EAST LOCATED AT APT 3B, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/01/2025","10/01/2025","550","N","40.791944","-73.9694","107","7","1032540","1012240042","177","MN0702"
"18264797","37031","1","MANHATTAN","120","120","144","WEST 94 STREET","10025","WSUR (SITE A) 120 WEST 94TH STREET","151","44","1","MANHATTAN","120","WEST 94 STREET","10025","3B","3","01224","0042","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT WOOD BOTTOM INSIDE BASE CABINET AT SINK   IN THE  KITCHEN  LOCATED AT APT 3B, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH","A","10/01/2025","10/01/2025","550","N","40.791944","-73.9694","107","7","1032540","1012240042","177","MN0702"
"18264816","37031","1","MANHATTAN","120","120","144","WEST 94 STREET","10025","WSUR (SITE A) 120 WEST 94TH STREET","151","44","1","MANHATTAN","120","WEST 94 STREET","10025","3B","3","01224","0042","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT NORTH WALL   IN THE  2nd BATHROOM  FROM EAST LOCATED AT APT 3B, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH","A","10/01/2025","10/01/2025","550","N","40.791944","-73.9694","107","7","1032540","1012240042","177","MN0702"
"18348706","196370","3","BROOKLYN","30","30","30","AVENUE V","11223","MARLBORO","83","2","3","BROOKLYN","30","AVENUE V","11223","13G","13","07137","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10SQ.FT AT CEILING   IN THE  BATHROOM  LOCATED AT APT 13G, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH","A","11/05/2025","11/06/2025","550","N","40.593674","-73.983491","313","47","3322143","3071370001","382","BK1301"
"18316277","804657","1","MANHATTAN","210","210","210","EAST 115 STREET","10029","JEFFERSON","64","25","1","MANHATTAN","2095","3 AVENUE","10029","4C","4","01662","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT SOUTH WALL  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","A","10/22/2025","10/22/2025","550","N","40.797132","-73.940237","111","8","1080705","1016620001","180","MN1102"
"18362882","809646","3","BROOKLYN","414","414","414","SUTTER AVENUE","11212","VAN DYKE I","61","1","3","BROOKLYN","414","SUTTER AVENUE","11212","9G","9","03760","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT            WEST WALL IN THE  BATHROOM  LOCATED AT APT 9G, 9th STORY, 1st APARTMENT FROM NORTH AT EAST","A","11/12/2025","11/12/2025","550","N","40.668057","-73.903963","316","41","3328032","3037600001","910","BK1602"
"18362894","809646","3","BROOKLYN","414","414","414","SUTTER AVENUE","11212","VAN DYKE I","61","1","3","BROOKLYN","414","SUTTER AVENUE","11212","9G","9","03760","0001","§ 27-2011 ADM CODE  CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE APPROX  1 SQ FT OF MOLD AT AROUND THE BATHTUB   IN THE  BATHROOM  LOCATED AT APT 9G, 9th STORY, 1st APARTMENT FROM NORTH AT EAST","A","11/12/2025","11/12/2025","553","N","40.668057","-73.903963","316","41","3328032","3037600001","910","BK1602"
"18316778","807881","3","BROOKLYN","80","70","80","BUSH STREET","11231","RED HOOK WEST","79","59","3","BROOKLYN","70","BUSH STREET","11231","5E","5","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ FT AT CEILING   IN THE  BATHROOM  LOCATED AT APT 5E, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","C","10/22/2025","10/22/2025","550","N","40.674827","-74.005988","306","38","3332223","3005380001","85","BK0601"
"18311100","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT ON CEILING, NORTH AND EAST WALLS  IN THE  BATHROOM  LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","A","10/20/2025","10/20/2025","550","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18297178","806913","2","BRONX","2776","2776","2780","SCHLEY AVENUE","10465","THROGGS NECK","63","41","2","BRONX","2776","SCHLEY AVENUE","10465","2C","2","05564","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT SOUTH WALL  IN THE  KITCHEN  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH","A","10/14/2025","10/14/2025","550","N","40.822568","-73.825184","210","13","2091468","2055640001","144","BX1002"
"18297349","806121","1","MANHATTAN","228","228","228","WEST 62 STREET","10023","AMSTERDAM","22","13","1","MANHATTAN","228","WEST 62 STREET","10023","1A","1","01154","0101","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 1O SQUARE FEET AT EAST WALL  IN THE  BATHROOM  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","A","10/14/2025","10/14/2025","550","N","40.773355","-73.988187","107","6","1082580","1011540101","15101","MN0701"
"18497576","809336","3","BROOKLYN","192","192","192","SANDS STREET","11201","FARRAGUT","29","3","3","BROOKLYN","192","SANDS STREET","11201","4E","4","00090","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT            SOUTH WALL IN THE  BATHROOM  LOCATED AT APT 4E, 4th STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST","A","12/11/2025","12/11/2025","550","N","40.699757","-73.982603","302","35","3325920","3000900001","23","BK0202"
"18342646","806051","1","MANHATTAN","225","215","235","WEST 129 STREET","10027","SAINT NICHOLAS","38","9","1","MANHATTAN","225","WEST 129 STREET","10027","8C","8","01933","0050","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQFT AT NORTH EAST AND CEILING   IN THE  BATHROOM  LOCATED AT APT 8C, 8th STORY, 1st APARTMENT FROM NORTH AT EAST","B","11/03/2025","11/03/2025","550","N","40.811671","-73.946842","110","9","1081511","1019330050","224","MN1002"
"18342649","806051","1","MANHATTAN","225","215","235","WEST 129 STREET","10027","SAINT NICHOLAS","38","9","1","MANHATTAN","225","WEST 129 STREET","10027","8C","8","01933","0050","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ FT AT SOUTH WALL   IN THE  PRIVATE HALLWAY  LOCATED AT APT 8C, 8th STORY, 1st APARTMENT FROM NORTH AT EAST","C","11/03/2025","11/03/2025","550","N","40.811671","-73.946842","110","9","1081511","1019330050","224","MN1002"
"18370426","808765","3","BROOKLYN","123","123","131","LORRAINE STREET","11231","RED HOOK EAST","4","28","3","BROOKLYN","129","LORRAINE STREET","11231","3B","3","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ FT AT WEST, NORTH WALLS AND CEILING     IN THE  BATHROOM  LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","B","11/15/2025","11/17/2025","550","N","40.673927","-74.005195","306","38","3332226","3005380001","85","BK0601"
"18330561","809271","3","BROOKLYN","135","135","135","RICHARDS STREET","11231","RED HOOK WEST","79","89","3","BROOKLYN","82","DWIGHT STREET","11231","8H","8","00557","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ.FT AT NORTH WALL AND EAST WALL  IN THE  KITCHEN  LOCATED AT APT 8H, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH","A","10/25/2025","10/26/2025","550","N","40.677201","-74.010351","306","38","3323704","3005570001","85","BK0601"
"18348186","807880","3","BROOKLYN","486","484","486","COLUMBIA STREET","11231","RED HOOK WEST","79","82","3","BROOKLYN","30","BUSH STREET","11231","5D","5","00533","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... MORE THAN 10 SQ FT AT CEILING, NORTH WALL AND WEST WALL   IN THE  BATHROOM  LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","550","N","40.675159","-74.007466","306","38","3326978","3005330001","85","BK0601"
"18327311","809517","3","BROOKLYN","1008","1008","1010","ST MARKS AVENUE","11213","ALBANY","31","5","3","BROOKLYN","1008","SAINT MARKS AVENUE","11213","4H","4","01352","0080","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT WEST WALL  IN THE  BATHROOM  LOCATED AT APT 4H, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","10/28/2025","10/30/2025","550","N","40.67458","-73.938469","308","36","3324616","3013520080","343","BK0802"
"18327312","809517","3","BROOKLYN","1008","1008","1010","ST MARKS AVENUE","11213","ALBANY","31","5","3","BROOKLYN","1008","SAINT MARKS AVENUE","11213","4H","4","01352","0080","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT WINDOW RECESS AT WEST WALL   IN THE  BATHROOM  LOCATED AT APT 4H, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","10/28/2025","10/30/2025","550","N","40.67458","-73.938469","308","36","3324616","3013520080","343","BK0802"
"18327315","809517","3","BROOKLYN","1008","1008","1010","ST MARKS AVENUE","11213","ALBANY","31","5","3","BROOKLYN","1008","SAINT MARKS AVENUE","11213","4H","4","01352","0080","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT WEST WALL  IN THE  BATHROOM  LOCATED AT APT 4H, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","10/28/2025","10/30/2025","550","N","40.67458","-73.938469","308","36","3324616","3013520080","343","BK0802"
"18327316","809517","3","BROOKLYN","1008","1008","1010","ST MARKS AVENUE","11213","ALBANY","31","5","3","BROOKLYN","1008","SAINT MARKS AVENUE","11213","4H","4","01352","0080","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQUARE FEET AT WINDOW RECESS AT WEST WALL   IN THE  BATHROOM  LOCATED AT APT 4H, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","10/28/2025","10/30/2025","550","N","40.67458","-73.938469","308","36","3324616","3013520080","343","BK0802"
"18319476","847224","1","MANHATTAN","40","40","40","AVENUE D","10009","WALD","23","6","1","MANHATTAN","40","AVENUE D","10009","6C","6","00356","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 20SQ FT AT SOUTH AND WEST WALLS AND CEILING   IN THE  BATHROOM  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","10/23/2025","10/23/2025","550","N","40.721637","-73.977517","103","2","1078058","1003560001","20","MN0303"
"18334322","807979","3","BROOKLYN","161","161","167","BUSH STREET","11231","RED HOOK EAST","4","8","3","BROOKLYN","626","CLINTON STREET","11231","6C","6","00538","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 1O SQ FT AT CEILING   IN THE  BATHROOM  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ""626CLINTON""","A","10/30/2025","10/30/2025","550","N","40.674124","-74.003342","306","38","3332220","3005380001","85","BK0601"
"18370705","807996","3","BROOKLYN","35","35","53","DWIGHT STREET","11231","RED HOOK WEST","79","64","3","BROOKLYN","420","COLUMBIA STREET","11231","6B","6","00533","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ FT AT WEST, NORTH WALLS AND CEILING     IN THE  BATHROOM  LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM WEST AT NORTH","B","11/15/2025","11/17/2025","550","N","40.677638","-74.007138","306","38","3326974","3005330001","85","BK0601"
"18334527","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ. FT. ALL WALLS AND CEILING  IN THE  BATHROOM  LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","550","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
